Ê³ÎïÃû³Æ,ÄÜÁ¿£¨Ç§¿¨£©,µ°°×ÖÊ£¨¿Ë£©,Ö¬·¾£¨¿Ë£©,Ì¼Ë®»¯ºÏÎï£¨¿Ë£©,´ÖÏËÎ¬£¨¿Ë£©,µ¥²»±¥ºÍÖ¬·¾Ëá£¨¿Ë£©,¶à²»±¥ºÍÖ¬·¾Ëá£¨¿Ë£©,ºúÂÜ²·ËØ£¨Î¢¿Ë£©,Ò¶»ÆËØÀà£¨Î¢¿Ë£©,¸Æ£¨ºÁ¿Ë£©,Ã¾£¨ºÁ¿Ë£©,ÄÆ£¨ºÁ¿Ë£©,¼Ø£¨ºÁ¿Ë£©,Á×£¨ºÁ¿Ë£©,Áò£¨ºÁ¿Ë£©,ÂÈ£¨ºÁ¿Ë£©,Ìú£¨ºÁ¿Ë£©,Ð¿£¨ºÁ¿Ë£©,Îø£¨Î¢¿Ë£©,Í­£¨ºÁ¿Ë£©,ÃÌ£¨ºÁ¿Ë£©,Î¬ÉúËØA£¨Î¢¿Ë£©,Î¬ÉúËØC£¨ºÁ¿Ë£©,Î¬ÉúËØE£¨ºÁ¿Ë£©,Î¬ÉúËØB1£¨Áò°·ËØ£©£¨ºÁ¿Ë£©,Î¬ÉúËØB2£¨ºË»ÆËØ£©£¨ºÁ¿Ë£©,Î¬ÉúËØB3£¨ÑÌËá£©£¨ºÁ¿Ë£©,Î¬ÉúËØB4£¨µ¨¼î£©£¨ºÁ¿Ë£©,Î¬ÉúËØB5£¨·ºËá£©£¨ºÁ¿Ë£©,Î¬ÉúËØB6£¨ºÁ¿Ë£©,Î¬ÉúËØB9£¨Ò¶Ëá£©£¨Î¢¿Ë£©,Î¬ÉúËØB12£¨Î¢¿Ë£©,Î¬ÉúËØB14£¨Ìð²Ë¼î£©£¨ºÁ¿Ë£©,ÁÁ°±Ëá£¨ºÁ¿Ë£©,µ°°±Ëá£¨ºÁ¿Ë£©,ËÕ°±Ëá£¨ºÁ¿Ë£©,Àµ°±Ëá£¨ºÁ¿Ë£©,É«°±Ëá£¨ºÁ¿Ë£©,çÓ°±Ëá£¨ºÁ¿Ë£©,×é°±Ëá£¨ºÁ¿Ë£©,ÒìÁÁ°±Ëá£¨ºÁ¿Ë£©
ºú½··Û,361,9.6,2.2,76.9,2.3,0.739,0.998,322,479,2,128,4.9,154,172,57.5,7.56,9.1,1.23,7.64,0.32,0.79,164.1,0,1.04,0.09,0.06,1.8,11.3,1.399,0.291,17,0,8.9,1014,96,244,244,58,547,159,366
°Ë½Ç£¨´óÁÏ£©,281,3.8,5.6,75.4,43,9.78,3.15,40,0,41,68,14.7,202,64,0.01,22.67,6.3,0.62,3.08,0.63,7.42,7,0,1.11,0.12,0.28,0.9,0,0.797,0.65,10,0,0,0,0,0,0,0,0,0,0
ëçÑ©Àïºì,29,2.4,0.2,5.4,2.1,0,0,50,0,294,40,3304.2,369,36,5.08,5095.08,5.5,0.74,0.77,0.51,0.46,8,4,0.27,0.05,0.07,0.7,0,0,0,0,0,0,144,0,96,120,40,117,45,81
ëçÁúÐë²Ë,71,1.4,0,17.3,2,0,0,0,0,8,192,1103,1237,70,0,1700.83,6.4,0.97,1.74,0.04,0.41,0,0,0.93,0.01,0.04,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ëç½æ²ËÍ·,44,2.8,0.1,9.3,2.7,0,0,0,0,87,17,7250.7,284,41,0.01,11180.6,2.9,0.46,1.66,0.15,0.4,0,0,0,0.07,0.02,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Þ§²Ë£¨ëç£©,26,2.5,0.3,4.4,2.2,0,0,320,0,115,9,990.6,13,33,0,1527.51,4.5,1.62,8.74,5.63,0.12,53,0,0,0,0.05,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ñó½ª£¨ëç£©,36,2.6,0,6.8,1,0,0,0,0,244,60,5443.3,340,69,0.02,8393.57,6.8,0.55,2.1,0.14,0.77,0,0,0,0.17,0.06,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Õ¥²Ë,33,2.2,0.3,6.5,2.1,0,0,490,0,155,54,4252.6,363,41,11.25,6557.51,3.9,0.63,1.93,0.14,0.35,82,2,0,0.03,0.06,0.5,0,0,0,0,0,0,79,20,36,83,29,69,25,47
ÌÇËâ£¨ÌðËâÍ·£©,117,2.1,0.2,27.6,1.7,0,0,0,0,38,13,692.2,174,44,0,1067.37,1.3,0.44,0.8,0.11,0.23,0,0,0.71,0.04,0.06,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ËâÍ·£¨½´£©,109,4.4,0.1,23.9,2.6,0,0,0,0,6,24,3503.1,450,73,0,5401.78,3.6,0.75,0,0.07,0.36,0,0,0.5,0.04,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
½æ²Ë¸É,196,13.3,0.8,47.5,27.4,0,0,900,0,1542,263,3333,883,100,0,5139.49,39.3,1.7,2.2,0.4,9.33,150,0,0,0,0.4,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
½´Ý«Ëñ,25,2.3,0.2,4.1,1,0,0,0,0,28,41,4665.1,302,32,0.01,7193.58,3.1,0.42,0.93,0.26,0.34,0,0,0,0.06,0.05,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Èé»Æ¹Ï£¨ÄÛ»Æ¹Ï£©,36,1.7,0.3,7.4,1.8,0,0,0,0,44,33,3087.1,220,21,0,4760.31,3.1,0.55,1.57,0.29,0.24,0,7,0.21,0.03,0.03,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ÂÜ²·¸É,67,3.3,0.2,14.6,3.4,0,0,0,0,53,44,4203,508,65,7.31,6481.03,3.4,1.27,0,0.25,0.87,0,17,0,0.04,0.09,0.9,0,0,0,0,0,0,139,34,286,133,18,161,45,104
À±ÂÜ²·Ìõ,41,1.4,0.5,8.5,1.8,0,0,100,0,118,23,2650.9,150,34,0,4087.69,3.3,0.34,1.45,0.12,0.28,17,0,0,0.03,0.06,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
½´Ä¢¹½,122,5.4,0.2,25,0.7,0,0,0,0,30,52,400,250,18,0.01,616.8,1.8,0.54,0.48,0.25,0.97,0,0,1.79,0.05,0.15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
½ðÇ®ÂÜ²·,45,1.6,0.3,10.1,2.1,0,0,260,0,158,29,3232.5,365,33,0,4984.52,9.4,0.78,0,0.3,0,43,0,0.99,0.01,0.02,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
½´´óÍ·²Ë,41,2.4,0.3,8.4,2.4,0,0,0,0,77,57,4623.7,268,41,10.28,7129.75,6.7,0.78,1.4,0.14,0.57,0,5,0.16,0.03,0.08,0.8,0,0,0,0,0,0,75,18,26,71,0,80,31,53
¶¬²Ë,52,3.5,0.3,10.1,2.8,0,0,70,0,135,0,7228.6,443,81,0,11146.5,11.4,0.98,1.65,0.13,0.66,12,0,0,0.02,0.09,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
¸¯Èé,116,8.92,8,4.38,0,1.767,4.516,0,0,46,52,2873,75,73,52.5478,4430.17,1.98,1.56,17.3,0.376,1.174,0,0.2,0,0.157,0.101,0.379,0,0.132,0.091,29,0,0,619,104,332,537,127,411,237,404
½´»Æ¹Ï,26,3,0.3,3.4,1.2,0,0,180,0,52,17,3769.5,299,73,10.17,5812.57,3.7,0.89,2.42,0.09,0.64,30,0,0,0.06,0.01,0.9,0,0,0,0,0,0,175,15,93,126,24,141,21,128
¹ðÁÖ¸¯Èé,206,7.3,11.3,19.2,1,0,0,130,0,302,81,3000,283,75,0,4626,10.2,2.62,1.32,0.86,0.9,22,0,13.22,0.03,0.06,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
½´ÂÜ²·,33,3.5,0.4,4.5,1.3,0,0,0,0,102,38,6880.8,373,60,0.01,10610.2,3.8,0.61,1.99,0.11,0.56,0,0,0,0.05,0.09,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
½ª£¨Ôã£©,30,1.6,0.8,4.8,1.4,0,0,0,0,39,125,9686,387,2,0,14935.8,4.4,0.5,1.54,0.18,3.11,0,0,0,0,0.13,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
¸¯Èé£¨ºì£©,153,12,8.1,8.2,0.6,1.7,4.6,90,0,87,78,3091,81,171,72.07,4766.32,11.5,1.67,6.73,0.2,1.16,15,0,7.24,0.02,0.21,0.5,0,0,0,0,0,0,1101,139,442,633,153,702,243,682
¸¯Èé£¨³ô£©,132,11.6,7.9,3.9,0.8,1.6,4.6,120,0,75,90,2012,96,126,49.05,3102.5,6.9,0.96,0.48,0.16,0.99,20,0,9.18,0.02,0.09,0.6,0,0,0,0,0,0,1120,94,309,442,183,507,202,643
¸¯Èé£¨°×£©,135,10.9,8.2,4.8,0.9,1.7,4.7,130,0,61,75,2460,84,74,0,3793.32,3.8,0.69,1.51,0.16,0.69,22,0,8.4,0.03,0.04,1,0,0,0,12.2,1.98,0,0,0,0,0,0,0,0,0
µ°»Æ½´,238,0.37,22.22,9.23,0,5.01,12.993,30,30,6,2,827,31,15,4.50186,1275.23,0.14,0.07,2.6,0.019,0.007,21,0,2.19,0.008,0,0.01,9,0.058,0.002,4,0,0,32,11,16,27,5,25,9,20
òºÓÍ,51,1.35,0.25,10.92,0.3,0.073,0.066,0,0,32,4,2733,54,22,0.00107,4214.29,0.18,0.09,4.4,0.147,0.053,0,0.1,0,0.01,0.124,1.474,3.5,0.016,0.016,15,0.41,0,0,0,0,0,0,0,0,0
Æ»¹û½´£¨¹ÞÍ·¡¢¼ÓÌÇ£©,76,0.18,0.18,19.91,1.2,0.007,0.054,0,0,4,3,28,61,7,0.965391,43.176,0.35,0.04,0.3,0.043,0.075,3.3,1.7,0,0.013,0.028,0.188,0,0.052,0.026,1,0,0,11,2,7,11,2,8,3,7
Æ»¹û½´£¨¹ÞÍ·¡¢²»¼ÓÌÇ£©,42,0.17,0.1,11.27,1.1,0.002,0.014,0,0,4,3,2,74,5,0.966782,3.084,0.23,0.03,0.3,0.027,0.025,8.7,21.2,0.16,0.026,0.03,0.084,2.2,0.041,0.027,3,0,0.4,10,2,6,10,2,8,3,6
Êß²ËÖ­²ÍÇ°¿ªÎ¸²Ë£¨¹ÞÍ·£©,22,0.93,0.31,3.87,0.5,0.06,0.076,470,278,14,11,169,185,19,3.96535,260.598,0.28,0.12,0.2,0.068,0.08,211.8,54.3,1.02,0.05,0.033,0.722,8.1,0.249,0.071,21,0,0.8,27,6,29,29,7,19,15,19
ÌÀ£¨¼¦¾«ÄÌÓÍ¡¢¹ÞÍ·¡¢Å¨Ëõ£©,90,2.38,5.77,7.16,0,2.056,1.063,28,1,14,4,702,49,31,24.4414,1082.48,1.06,0.29,1.9,0.128,0.068,54.6,0.1,0.54,0.013,0.046,0.392,10.3,0.192,0,2,0,0,210,64,104,171,34,138,73,136
ÎéË¹ÌØ¿¤½´,77,0,0,19.17,0,0,0,44,51,107,13,1300,800,60,0.00749,2004.6,5.3,0.19,0.5,0.2,0,23.7,13,0.08,0.07,0.13,0.7,2.7,0,0,8,0,0,0,0,0,0,0,0,0,0
º£ÏÊ½´Ö­,220,3.31,3.39,44.08,2.8,0.963,1.698,4,45,32,24,1615,119,38,0.000428,2490.33,1.01,0.32,1.8,0.128,0.254,1.8,0.4,0.28,0.004,0.217,1.17,8,0.068,0.062,23,0,0,0,0,0,0,0,0,0,0
»ð¼¦ÈâÖ­£¨¹Þ×°£©,51,2.6,2.1,5.1,0.4,0.9,0.49,0,1,4,2,577,109,29,0.00214,889.734,0.7,0.8,0.6,0.1,0.2,0,0,0.05,0.02,0.08,1.3,2.9,0.02,0.01,2,0.1,0,0,0,0,0,0,0,0,0
Æ»¹û½´£¨Ó¤¶ùÊ³Æ·£©,41,0.2,0.2,10.8,1.7,0.008,0.056,12,26,4,3,0,71,7,0.001284,0,0.22,0.02,0.3,0.038,0,8.4,38.3,0.6,0.012,0.028,0.061,3.4,0.11,0.031,2,0,0,0,0,0,0,0,0,0,0
·¬ÇÑ½´£¨¹ÞÍ·£©,38,1.65,0.21,8.98,1.9,0.031,0.086,306,0,18,23,28,439,40,4.60768,43.176,1.78,0.36,0.7,0.287,0.169,153,10.6,1.97,0.025,0.08,1.466,17.6,0.44,0.126,11,0,0.2,46,9,37,48,11,33,25,31
·¬ÇÑ½´,101,1.04,0.1,27.4,0.3,0.015,0.041,316,161,15,13,907,281,26,2.41118,1398.59,0.35,0.17,0.7,0.085,0.084,158.1,4.1,1.46,0.011,0.166,1.434,12.5,0.047,0.158,9,0,0.2,21,5,19,23,5,14,13,14
·¬ÇÑÖ­£¨¹Þ×°£©,17,0.85,0.29,3.53,0.4,0.005,0.027,270,60,10,11,10,217,19,3.4887,15.42,0.39,0.11,0.5,0.042,0.068,135,70.1,0.32,0.1,0.078,0.673,6.8,0,0.07,20,0,0,24,5,26,26,6,17,14,17
ÂûÔ½Ý®½´£¨¹ÞÍ·£©,159,0.9,0.15,40.4,1.1,0.007,0.031,20,48,3,2,5,28,4,0.001605,7.71,0.41,0.03,0.4,0.026,0.073,9.9,1,0.93,0.015,0.021,0.1,3.8,0,0.014,1,0,0,0,0,0,0,0,0,0,0
Æ»¹û½´£¨¹ÞÍ·¡¢²»¼ÓÌÇ£©,42,0.17,0.1,11.27,1.1,0.002,0.014,13,27,4,3,2,74,5,0.966782,3.084,0.23,0.03,0.3,0.027,0.025,8.7,1,0.16,0.026,0.03,0.084,2.2,0.041,0.027,3,0,0.4,10,2,6,10,2,8,3,6
ÌÀ£¨·¬ÇÑ¡¢¹ÞÍ·¡¢Å¨Ëõ£©,66,1.46,0.44,15.22,1.1,0.136,0.157,235,90,13,14,377,562,31,0.004494,581.334,0.59,0.18,3,0.05,0.138,117.6,12.9,0.34,0.042,0.015,0.858,12.8,0,0.086,0,0,0,0,0,0,0,0,0,0,0
ÎåÏã¶¹ôù,270,24.1,3,39.7,5.9,0,0,0,0,29,202,263.8,715,43,0,406.78,3.7,2.37,4.55,1.04,3.17,0,0,40.69,0.02,0.09,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ö¥Âé½´,630,19.2,52.7,22.7,5.9,19,24,100,0,1170,238,38.5,342,626,170.46,59.37,50.3,4.01,4.86,0.97,1.64,17,0,35.09,0.16,0.22,5.8,0,0,0,0,0,0,1342,414,654,525,342,935,497,739
²ÝÝ®½´,270,0.8,0.2,66.3,0.2,0,0,0,0,44,4,8.7,52,8,0.02,13.42,2.1,0.5,1.1,0.09,0.13,0,1,0.49,0.15,0.1,0.2,0,0,0,6.7,0,0,0,0,0,0,0,0,0,0
·¬ÇÑ½´,85,4.9,0.2,16.9,2.1,0,0,0,0,28,37,37.1,989,117,0,57.21,1.1,0.7,0.4,0.33,0.28,0,0,4.45,0.03,0.03,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ÐÓ½´,286,0.2,0.3,70.9,0.4,0,0,30,0,6,5,5,113,4,0.01,7.71,0.4,0.04,0,0.03,0.03,5,1,0.31,0.1,0.07,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
½´Ö­£¨Òâ´óÀûÃæÌõ/º£Ô±Ê½É³Ë¾£©,50,1.39,1.61,7.43,1.8,0.298,0.673,370,176,26,18,437,320,34,0.002568,673.854,0.73,0.2,1.4,0.082,0.127,185.1,2,2.4,0.024,0.061,3.917,13.7,0.076,0.173,13,0,0,0,0,0,0,0,0,0,0
ÌðÃæ½´,139,5.5,0.6,28.5,1.4,0,0,30,0,29,26,2097.2,189,76,51.77,3233.88,3.6,1.38,5.81,0.12,0.73,5,0,2.16,0.03,0.14,2,0,0,0,0,0,0,352,93,171,75,88,233,83,177
ËâÈØÀ±½´,96,4.8,0.6,19.6,3.7,0,0,970,0,71,26,3236.3,308,54,0,4990.37,11,1.54,6.55,0.29,1.03,162,0,16.28,0.03,0.1,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
À±½·½´,36,0.8,2.8,3.2,2.6,0,0,790,0,117,91,8027.6,222,30,0,12378.6,3.8,0.26,0.52,0.12,0.3,132,0,2.87,0.01,0.09,1.1,0,0,0,0,0,0,55,0,41,55,0,48,17,39
½´ÓÍ¸à,99,13,0.7,10.2,0,0,0,0,0,46,158,7700,460,374,23.01,11873.4,8.6,0.95,2.96,0.14,0.88,0,0,0,0.08,0.05,2.3,0,0,0,0,0,0,586,107,463,590,180,564,162,431
»Æ½´£¨´ó½´£©,138,12.1,1.2,21.3,3.4,0,0,80,0,70,48,3606.1,508,160,24.73,5560.61,7,1.25,12.26,0.48,1.11,13,0,14.12,0.05,0.28,2.4,0,0,0,0,0,0,734,115,440,426,183,605,246,584
¶¹°êÀ±½´,73,3.6,2.4,12.9,7.2,0,0,2500,0,207,33,1268.7,234,37,35.3,1956.34,5.3,0.2,30.39,0.13,0.34,417,0,13.62,0.02,0.2,1.5,0,0,0,0,0,0,260,35,138,188,73,179,61,167
¶¹°ê½´,181,13.6,6.8,17.1,1.5,0,0,0,0,53,125,6012,772,154,32.48,9270.5,16.4,1.47,10.2,0.62,1.37,0,0,0.57,0.11,0.46,2.4,0,0,0,0,0,0,739,151,437,491,100,662,189,553
½´ÓÍ,60,7,0.51,7.84,0.5,0.06,0.147,0,0,17,29,6820,447,94,0.004494,10516.4,0.33,0.23,0.8,0.041,0.1,0,0,0,0.042,0.109,2.828,27.5,0.269,0.143,13,0,0,0,0,0,0,0,0,0,0
½´ÓÍ£¨Èý¼¶£©,40,6.8,0.4,2.4,0,0,0,0,0,14,0,1903,200,19,0,2934.43,2,0.48,9.4,0.01,0.54,0,0,0,0.01,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
½´ÓÍ£¨Ò»¼¶£©,66,8.3,0.6,6.9,0,0,0,0,0,27,130,4861.1,848,173,21.29,7495.82,7,2.13,3.75,0.07,1.05,0,0,0,0.03,0.25,1.7,0,0,0,0,0,0,443,99,255,350,45,394,129,316
½´ÓÍ,63,5.6,0.1,10.1,0.2,0.017,0.044,0,0,66,156,5757,337,204,67.42,8877.29,8.6,1.17,1.39,0.06,1.11,0,0,0,0.05,0.13,1.7,38.4,0.376,0.2,18,0,0,398,167,227,342,32,378,122,288
²Ë¶¹Äà£¨ºìÉ«¡¢¹Þ×°£©,144,5,6.93,15.47,4.7,1.676,4.379,0,0,33,36,375,310,91,31.2679,578.25,1.95,0.7,3.5,0.22,0.295,0,0,1.04,0.027,0.017,0.64,0,0.175,0.085,5,0,0,407,133,162,271,49,290,108,208
Ó¥×ì¶¹Äà,237,7.78,17.82,15,5.5,5.34,8.812,12,261,47,75,426,312,181,0.01712,656.892,2.54,1.44,4.7,0.377,1.155,6.9,0,1.54,0.16,0.127,1.024,0,0.346,0.146,48,0,0,0,0,0,0,0,0,0,0
Î¶àá,198,12.79,6.01,25.37,5.4,1.118,2.884,52,0,57,48,3728,210,159,27.7455,5748.58,2.49,2.56,7,0.42,0.859,26.1,0,0.01,0.098,0.233,0.906,72.2,0.337,0.199,19,0.08,0,820,129,479,478,155,547,243,508
µ°»Æ½´£¨ÓÃ¶¹¸¯×ö³É£©,322,5.95,31.79,3.06,1.1,5.246,16.59,23,27,53,52,773,66,49,0.00535,1191.97,0.27,0.4,1.6,0.09,0.399,12.9,0,2.4,0.05,0.04,0.09,26.2,0.124,0.02,8,0,0,0,0,0,0,0,0,0,0
»¨Éú½´,598,22.21,51.36,22.31,5,25.941,12.535,0,0,49,168,426,558,335,118.134,656.892,1.74,2.51,4.1,0.422,1.665,0,0,9.1,0.15,0.192,13.112,63,1.137,0.441,87,0,0.8,1546,265,525,681,231,782,557,616
»¨Éú½´£¨¼õÉÙÖ¬·¾£©,520,25.9,34,35.65,5.2,16.156,9.182,0,0,35,170,540,669,369,0.02889,832.68,1.9,2.8,7.5,0.58,1.475,0,0,9.04,0.27,0.06,14.6,63.4,1.066,0.31,60,0,0,0,0,0,0,0,0,0,0
À±Å£Èâ½´Óë¶¹£¨¹Þ×°Ö÷²Ë£©,107,5.8,3.47,13.1,3.3,1.412,0.4,242,236,33,28,449,264,87,0.002033,692.358,1.34,0.89,3.6,0.096,0.205,140.1,0.2,0.5,0.019,0.029,0.782,22.5,0.297,0.105,21,0.28,0,0,0,0,0,0,0,0,0
Æ»¹û½´£¨¹ÞÍ·¡¢¼ÓÌÇ£©,68,0.16,0.17,17.49,1.2,0.007,0.054,3,20,3,3,2,75,6,0.965819,3.084,0.12,0.03,0.3,0.032,0.03,1.8,1.7,0.18,0.017,0.022,0.072,3.3,0.044,0.027,1,0,0,11,2,7,11,2,8,3,7
´óËâ·Û,331,16.55,0.73,72.73,9,0.115,0.178,0,0,79,77,60,1193,414,91.4625,92.52,5.65,2.99,23.9,0.533,0.979,0,1.2,0.67,0.435,0.141,0.796,67.5,0.743,1.654,47,0,6.1,728,111,374,768,121,667,263,414
Þ¼Âó£¨ÊìµÄ£©,120,4.4,1.92,21.3,2.8,0.528,1.078,3,53,17,64,7,172,152,37.4725,10.794,1.49,1.09,2.8,0.192,0.631,1.5,0,0.63,0.107,0.11,0.412,23,0,0.123,42,0,0,261,96,131,239,52,185,127,157
Þ¼Âó,368,14.12,6.07,64.16,7,1.613,3.292,8,164,47,197,5,563,457,120.675,7.71,4.57,3.1,8.5,0.59,2.033,4.2,0,2.44,0.36,0.318,1.52,70.2,0.772,0.487,184,0,630.4,840,309,421,766,167,594,407,504
ÜÈ²Ë×Ñ,371,13.56,7.02,65.25,6.7,1.685,2.778,1,28,159,248,4,508,557,99.5994,6.168,7.61,2.87,18.7,0.525,3.333,0.6,4.2,1.19,0.116,0.2,0.923,69.8,1.457,0.591,82,0,67.6,879,226,558,747,181,679,389,582
¸ßÁ»,329,10.62,3.46,72.09,6.7,1.131,1.558,0,0,13,165,2,363,289,70.2795,3.084,3.36,1.67,12.2,0.284,1.605,0,0,0.5,0.332,0.096,3.688,0,0.367,0.443,20,0,0,1491,169,346,229,124,561,246,433
ºÚÂóÃæ·Û£¨ÖÐ¼¶£©,349,10.88,1.52,75.43,11.8,0.189,0.695,0,210,24,63,2,374,225,29.2707,3.084,2.54,2.17,14.4,0.331,2.412,0,0,1.43,0.287,0.114,1.727,20.6,0.492,0.268,34,0,0,611,136,341,212,123,348,159,253
ÑàÂó,389,16.89,6.9,66.27,10.6,2.178,2.535,0,0,54,177,2,429,523,176.098,3.084,4.72,3.97,0,0.626,4.916,0,0,0,0.763,0.139,0.961,0,1.349,0.119,56,0,0,1284,312,575,701,234,937,405,694
ÑàÂóôïÆ¤,246,17.3,7.03,66.22,15.4,2.376,2.766,0,180,58,235,4,566,734,225.942,6.168,5.41,3.11,45.2,0.403,5.63,0,0,1.01,1.17,0.22,0.934,32.2,1.494,0.165,52,0,19.6,1374,335,502,760,335,964,410,668
ÜñÂóÆ¬£¨ºæ±º£©,346,11.73,2.71,74.95,10.3,0.828,0.828,0,0,17,221,11,320,319,86.853,16.962,2.47,2.42,8.4,0.624,1.618,0,0,0,0.224,0.271,5.135,54.2,1.233,0.353,42,0,2.6,736,153,448,595,170,600,273,441
ÜñÂó·Û£¨È«Âó£©,335,12.62,3.1,70.59,10,0.949,0.949,0,220,41,251,11,577,337,93.5106,16.962,4.06,3.12,5.7,0.515,2.03,0,0,0.32,0.417,0.19,6.15,54.2,0.44,0.582,54,0,0,792,164,482,640,183,646,294,474
ÜñÂó,343,13.25,3.4,71.5,10,1.04,1.039,0,0,18,231,1,460,347,98.1338,1.542,2.2,2.4,8.3,1.1,1.3,0,0,0,0.101,0.425,7.02,0,1.233,0.21,30,0,0,832,172,506,672,192,678,309,498
Þ²Ã×Ãæ,351,11.3,2.4,73.5,4.8,0,0,0,0,42,50,2.3,163,134,0.01,3.55,7.4,1.39,3.06,0.26,1.51,0,0,4.89,0.07,0.14,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Þ²Ã×£¨Þ²ÈÊÃ×¡¢ÜÓÃ×£©,361,12.8,3.3,71.1,2,0,0,0,0,42,88,3.6,238,217,74.84,5.55,3.6,1.68,3.07,0.29,1.37,0,0,2.08,0.22,0.15,2,0,0,0,0,0,0,1773,348,242,233,0,781,206,505
Ý¯ÂóÃæ,376,12.2,7.2,67.8,4.6,2.866,3.329,0,0,27,146,2.2,319,35,133.77,3.39,13.6,2.21,0.5,0.89,3.86,3,0,7.96,0.39,0.04,3.9,29.9,0.201,0.125,22.4,0,0,960,230,460,490,100,660,280,470
ÜñÂó£¨´øÆ¤£©,319,9.5,1.7,73,13.3,0.949,0.949,0,0,154,193,4,439,296,141.33,6.17,10.1,2.9,1.31,14.05,1.31,0,0,0,0.24,0.06,1.3,54.2,0.44,0.582,54,0,0,652,158,306,580,186,436,227,328
ÜñÂó,337,9.3,2.3,73,6.5,0.9,0.2,0,0,47,258,4.7,401,297,138.29,7.25,6.2,3.63,2.45,0.56,2.04,0,0,4.4,0.28,0.16,2.2,0,1.233,0.21,30,0,0,638,155,299,568,182,427,222,321
¿àÜñÂó·Û,316,9.7,2.7,66,5.8,0.949,0.949,0,220,39,94,2.3,320,244,105.54,3.55,4.4,2.02,5.57,0.89,1.31,0,0,1.73,0.32,0.21,1.5,54.2,0.44,0.582,29.1,0,0,670,220,390,540,110,470,220,370
ÃÓ×ÓÃ×£¨³´Ã×£©,376,8.1,2.6,80.5,1,0.184,0.508,0,0,12,112,10.7,252,233,15.08,16.5,14.3,1.89,4.53,0.45,0.63,0.9,0,0,0.29,0.04,0.7,11.2,0.171,0.108,19,0,0,446,70,113,67,38,184,75,148
ÃÓ×Ó,336,10.6,0.6,75.1,6.3,0.773,2.134,0,0,99,146,9.6,148,205,118.62,14.8,5,2.07,12.01,0.61,1.1,0,0,3.5,0.45,0.18,1.2,0,0.848,0.384,85,0,0,1473,210,432,257,253,735,240,530
¸ßÁ»Ã×,360,10.4,3.1,74.7,4.3,1.131,1.558,0,0,22,129,6.3,281,329,119.41,9.71,6.3,1.64,2.83,0.53,1.22,0,0,1.88,0.29,0.1,1.6,0,0.367,0.443,20,0,0,1506,251,334,231,124,562,151,459
Õô´ÖÂó·Û£¨Êì£©,112,3.79,0.16,23.22,1.4,0.022,0.064,0,25,8,8,5,58,22,41.2607,7.71,0.38,0.26,27.5,0.041,0.084,0,0,0.13,0.063,0.027,0.983,3.3,0.371,0.051,15,0,0,259,59,100,73,49,162,77,147
Ð¡Ã×,378,11.02,4.22,72.85,8.5,0.773,2.134,0,0,8,114,5,195,285,104.164,7.71,3.01,1.68,2.7,0.75,1.632,0,0,0.05,0.421,0.29,4.72,0,0.848,0.384,85,0,0,1400,221,353,212,119,578,236,465
»ÆÃ×,351,9.7,1.5,76.9,4.4,0.184,0.508,0,0,3,44,3.3,62,100,139.56,5.09,0.63,2.07,0.9,0.9,0.23,0.9,0,4.61,0.09,0.13,1.3,11.2,0.171,0.108,19,0,0,1240,279,341,284,185,542,213,407
´ó»ÆÃ×,356,13.6,2.7,71.1,3.5,0,0,0,0,30,116,1.7,201,244,0.03,2.62,5.7,3.05,2.31,0.57,1.5,0,0,1.79,0.3,0.09,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ð¡Ã×Öà,46,1.4,0.7,8.4,0,0,0,0,0,10,22,4.1,19,32,0,6.32,1,0.41,0.3,0.07,0.16,0,0,0.26,0.02,0.07,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ð¡Ã×Ãæ,357,7.2,2.1,77.7,0.7,0.3,0.9,0,0,40,57,6.2,129,159,116.12,9.56,6.1,1.18,2.82,0.32,0.55,0,0,0.11,0.13,0.08,2.5,0,1.267,0.372,42,0,0,1537,319,354,144,170,584,257,473
